BBC Radio 1	BBC One
Toulouse Football Club	Toulouse FC
Northern Wei Dynasty	Northern Wei
San Mateo County	San Mateo County California
Jason Crowe	Jason Crowe
Pope Victor I	Pope Victor I
SWEET 19 BLUES	Sweet 19 Blues
New York State	New York
Swedish Empire	Swedish Empire
Mark Milligan	Mark Milligan
Batman Forever	Batman Forever
Napoleonic Wars	Napoleonic Wars
City of London	City of London
Hubert Humphrey	Hubert Humphrey
Jin Soo Kim	Kim Jinsu
SWEET 19 BLUES	Sweet 19 Blues
Huaiyuan County	Huaiyuan County
Faisal II	Faisal II of Iraq
UK	United Kingdom
Alphonse Bilam de Condol	Alphonse Pyramus de Candolle
Ann Daniel	Ahn Daniel
maine	Maine
Jalandhar	Jalandhar
Andhra Pradesh	Andhra Pradesh
C language	C
Stanislaw August	Stanisław August Poniatowski
Taiwan Public Radio and Television Group	Taiwan Broadcasting System
Reims	Reims
Battle of Huaihai	Huaihai Campaign
Nassaf Football Club	FC Nasaf
Penang Football Association	Penang FA
201112 English Premier League	201112 Premier League
Amenhotep III	Amenhotep III
Princess Shouan Gu Lun	Gurun Princess Shouan
ChêneBougeries	ChêneBougeries
David Walter Foster	David Foster
Oromo	Oromo people
Ricardo Alvarez	Ricky Álvarez
Faroe Islands National Football Team	Faroe Islands national football team
Cameroon National Football Team	Cameroon national football team
Linda Chung	Linda Chung
Utah Administrative Divisions	List of counties in Utah
Ha Giang	Hà Giang Province
Kajkavian	Kajkavian
Artur Schopenhauer	Arthur Schopenhauer
The Supremes	The Supremes
Longfordshire	County Longford
Warner Music Group	Warner Music Group
SC Farense	SC Farense
Trinity College Cambridge	Trinity College Cambridge
Younis Muhammad	Younis Mahmoud
Australian House of Representatives	Australian House of Representatives
Richard Rush	Richard Rush
JPEG XR	JPEG XR
ALGOL W	ALGOL W
Cao Mao	Cao Mao
Verier	Veyrier
Matsue	Matsue
Hau Peitsun	Hau Peitsun
Sem Fosalico	Šime Vrsaljko
Humbaritu Baruchis Tessina	Humberlito Borges
1982 Lebanon War	1982 Lebanon War
Baek Sungdong	Baek Sungdong
Masayoshi Ōhira	Masayoshi Ōhira
Juliao Baptista	Júlio Baptista
Michele Debre	Michel Debré
Leinster	Leinster
Belarus Premier League	Belarusian Premier League
McDonnell Douglas MD80	McDonnell Douglas MD80
FedEx	FedEx
LanguedocRoussillonSouthPyrenees	LanguedocRoussillonMidiPyrénées
Arthur Kornberg	Arthur Kornberg
Bali Alphabet	Balinese alphabet
Princess Alice	Princess Alice of the United Kingdom
Dwayne Johnson	Dwayne Johnson
Italian Unity	Italian unification
Tomatsu Haruka	Haruka Tomatsu
British Association of Universities	Association of Commonwealth Universities
Raymond Wong Ho Yin	Raymond Wong Hoyin
HBO	HBO
Eddie Feneke Adami	Eddie Fenech Adami
Yun Posun	Yun Posun
Empress Genshō	Empress Genshō
Emperor Movies	Emperor Motion Pictures
Siberian Turkic languages	Siberian Turkic languages
WW	WW
Jeffrey Bruma	Jeffrey Bruma
Darwin	Darwin
Harry Reid	Harry Reid
Hermes Rodriguez da Fonseca	Hermes da Fonseca
Arkansas River	Arkansas River
Angela Tong	Angela Tong
Riyakar Ali Khan	Liaquat Ali Khan
Joachim Murat	Joachim Murat
AustroHungary	AustriaHungary
Chinese people in Myanmar	Chinese people in Myanmar
Ukraine National Football Team	Ukraine national football team
Tokio	Tokio
Dong Thap Province	Đồng Tháp Province
Chrissy Hayter	Chrissie Hynde
Norwich City Football Club	Norwich City FC
Sports Club Hertha Berlin	Hertha BSC
Alessio Cerci	Alessio Cerci
Wilfried Bony	Wilfried Bony
Cao Bằng Province	Cao Bằng Province
Robert A McDonald	Robert A McDonald
Officer Geomancer	Officer Geomancer
Underworld	Underworld
Rene Descartes	René Descartes
National Government	Nationalist government
ACMilan	AC Milan
Dai Hakken	Dai Hakken
Safavid	Safavid dynasty
ethiopia	Ethiopia
Fontainebleau	Fontainebleau
Matthew Lorton	Matthew Lowton
New York State Assembly	New York State Assembly
Walter Meissner	Walther Meissner
2011 Supercopa de España	2011 Supercopa de España
List of Spanish monarchs	List of Spanish monarchs
The Fourth Republic	Fourth Republic of South Korea
PlanlesOuates	PlanlesOuates
IOS 5	IOS 5
Richard Shelby	Richard Shelby
Kenny Wong	Kenny Wong
Korkrade	Kerkrade
George Walker Bush	George W Bush
Peter Pacallik	Peter Pekarík
Gettulio Vargas	Getúlio Vargas
University of Bristol	University of Bristol
President of Syria	President of Syria
Catholic Diocese of Seoul	Roman Catholic Archdiocese of Seoul
Mozilla Corporation	Mozilla Corporation
mecca	Mecca
Astro Joy HD	Astro Xi Yue HD
WebKit	WebKit
Mao Anying	Mao Anying
Palestine Mandate	Mandatory Palestine
Dynamo Kyiv Football Club	FC Dynamo Kyiv
Michael Chertoff	Michael Chertoff
Jesse Alexander Helms	Jesse Helms
Jacksonville	Jacksonville Florida
Charles River	Charles River
Dauphin of France	Louis Dauphin of France
Li Hongzhang	Li Hongzhang
Michelle Obama	Michelle Obama
Leroy Fer	Leroy Fer
University of Illinois at UrbanaChampaign	University of Illinois at UrbanaChampaign
Jinan	Jinan
Alcorcon Sports Association	AD Alcorcón
John Negroponte	John Negroponte
Cheryl Crow	Sheryl Crow
Heijōkyō	Heijōkyō
Shulin District	Shulin District
Kingdom of Libya	Kingdom of Libya
AlsaceChampagneArdennesLorraine	AlsaceChampagneArdenneLorraine
Vigdis Femboadottir	Vigdís Finnbogadóttir
National Peoples Congress	National Peoples Congress
SSD Parma Calcio 1913	SSD Parma Calcio 1913
Deodoro da Fonseca	Deodoro da Fonseca
Grand Duchy of MecklenburgSchwerin	Grand Duchy of MecklenburgSchwerin
Gujarati	Gujarati language
Selim I	Selim I
farsprovince	Fars Province
mauritania	Mauritania
Joseph Lagrange	JosephLouis Lagrange
Iranian	Iranian languages
CologneBellerive	CollongeBellerive
Nadir Zahabi	Nader alDahabi
Congress Poland	Congress Poland
Socialist	Socialist Party
Chinese Kuomintang	Kuomintang
Eric Mun	Eric Mun
Alan Stephenson Boyd	Alan Stephenson Boyd
Matsukata Masayoshi	Matsukata Masayoshi
PLEASE SMILE AGAIN	Please Smile Again
The Last Samurai	The Last Samurai
Lê Đức Anh	Lê Đức Anh
The Feeling	The Feeling
Leon Gambetta	Léon Gambetta
ISWIM	ISWIM
Nintendo eShop	Nintendo eShop
LouisElisabeth	Louise Élisabeth of France
So Into You	So into You
Yoshinori Kitase	Yoshinori Kitase
Togo National Football Team	Togo national football team
DigiCube	DigiCube
Andreas Hinkle	Andreas Hinkel
Kamikyokutachi	Kamikyokutachi
North Vancouver	North Vancouver
Josip Simmunic	Josip Šimunić
Jan Peter Balkenende	Jan Peter Balkenende
South Africa	South Africa
Grigor Mgaloblishvili	Grigol Mgaloblishvili
Province of Buenos Aires	Buenos Aires Province
Park Si Yeon	Park Siyeon
Touch Me	Touch Me
RenPy	RenPy
Park Hyo Shin	Park Hyoshin
Imanzad Khalil Pasha	Imamzade Halil Pasha
East Formosan languages	East Formosan languages
New Era Party	New Era Party
AMD 690G Chipset	AMD 690 chipset series
RKB Daily broadcast	RKB Mainichi Broadcasting
University of Paris	University of Paris
Sony Pictures Entertainment	Sony Pictures Entertainment
Eddie Redmayne	Eddie Redmayne
Tamba	Tamba Hyōgo
the mature girl is not full	Im Not a Girl Not Yet a Woman
Sima Yi	Sima Yi
mobile	Mobile Alabama
Ivan Stepanovich Konev	Ivan Konev
Surface Pro 4	Surface Pro 4
Aaron Mokona	Aaron Mokoena
Westfalenstadion	Westfalenstadion
Jules Grevi	Jules Grévy
Vancouver Whitecaps	Vancouver Whitecaps FC
Shibuya	Shibuya
Matilde	Queen Mathilde of Belgium
Emperor Murakami	Emperor Murakami
Concorde	Concorde
Ubay Luzardo	Ubay Luzardo
math rock	Math rock
ChubuNippon Broadcasting	ChubuNippon Broadcasting
Edwin Siu	Edwin Siu
HesseDarmstadt	Grand Duchy of Hesse
Fort Pierce	Fort Pierce Florida
Queen Jeonghui	Queen Jeonghui
Bounnhang Vorachith	Bounnhang Vorachith
Patrick Vieira	Patrick Vieira
Stars Shine International	Stars Shine International
Zhou Xuan	Zhou Xuan
Empress Xiaoxianchun	Empress Xiaoxianchun
Marrickville Council	Marrickville Council
Bru people	Bru people
Archibald Leitch	Archibald Leitch
John Key	John Key
Blanche Lincoln	Blanche Lincoln
Newport Wales	Newport Wales
Joao VI	John VI of Portugal
Claudius I	Claudius
WILD EYES	Wild Eyes
Christian Vieri	Christian Vieri
Alternative Rock	Alternative rock
Rostin Griffith	Rostyn Griffiths
Radcliffe College	Radcliffe College
Ukash Fabianski	Łukasz Fabiański
Aki Takajo	Aki Takajo
CROSS ROAD	Cross Road
Thai alphabet	Thai alphabet
National Geographic Channel	National Geographic Channel
Edmund Ho	Edmund Ho
Zhao Yuhao	Zhao Yuhao
Opposition Leader	Leader of the Opposition
Duns Scott	Duns Scotus
Battle of Bạch Đằng	Battle of Bạch Đằng
Thrash metal	Thrash metal
UK House of Lords	House of Lords
Denver Nuggets	Denver Nuggets
Urbana	Urbana Illinois
berkeley	Berkeley California
Cilla Kung	Cilla Kung
Jordan National Football Team	Jordan national football team
Cecilia PayneGaposhkin	Cecilia PayneGaposchkin
Royal Victorian Medal	Royal Victorian Order
Chen Yun	Chen Yun
New York State Senate	New York State Senate
Me Against the Music	Me Against the Music
Nikolai Alexandrovich Tikhonov	Nikolai Tikhonov
Oleg Blokhin	Oleh Blokhin
Big Julia	Julia the Elder
Washington  DC	Washington DC
Irish Free State	Irish Free State
Sanford B Dole	Sanford B Dole
Boeing767	Boeing 767
John Dewey	John Dewey
Juan Pablo Montoya	Juan Pablo Montoya
Kim Yongnam	Kim Yongnam
South Ossetia	South Ossetia
Joe Hart	Joe Hart
Ministry of Industry and Information Technology	Ministry of Industry and Information Technology
Kara DioGuardi	Kara DioGuardi
Momo Love	Momo Love
Kuwana Mie	Kuwana Mie
Tucheng District	Tucheng District
Germany	Germany
Fearless Records	Fearless Records
Martine Aubry	Martine Aubry
Han Geng	Han Geng
All for You	All for You
Generali Arena	Generali Arena
Fernando VI	Ferdinand VI of Spain
Yong Junhyung	Yong Junhyung
Beijing Ducks	Beijing Ducks
Coldplay	Coldplay
David Luiz	David Luiz
Liu Tao	Liu Tao
Joel Griffith	Joel Griffiths
Phoenix Suns	Phoenix Suns
Mukhri Mahathir	Mukhriz Mahathir
Morgan Sunidalian	Morgan Schneiderlin
University of Miami	University of Miami
Nukry Levishvili	Nukri Revishvili
Min	Min
Gustav Husack	Gustáv Husák
Nathan	Matthew Nathan
Storm Roux	Storm Roux
Mauricio Pinilla	Mauricio Pinilla
Hassan bin Talal	Prince Hassan bin Talal
Adyghe	Adyghe language
Sean Chen	Sean Chen
Hong Kong	Hong Kong
Alawite Dynasty	Alaouite dynasty
Borut Pahor	Borut Pahor
Quan Heng	Quan Heng
City TV	Talentvision
Lee Sangchul	Ri Sangchol
Irish	Irish language
Chinese Indonesians	Chinese Indonesians
Kunming	Kunming
Iwamasa Taiki	Daiki Iwamasa
Lawrence Ng	Lawrence Ng
Dish Network	Dish Network
Millwall FC	Millwall FC
Sean Lennon	Sean Lennon
Miyazawa Sae	Sae Miyazawa
Manchu alphabet	Manchu alphabet
