BBC Radio 1	Bradford,HTC One V,Ruhrstadion,HTC First,DC Comics,FC Goa,Belgrade,Bob Carr,Bulgaria,Croatia,Pep Guardiola,Tomb Raider,Cao Cao,AS Roma,Brazil,FC Basel,FC Seoul,Air Canada,Maxis,Voyager 2,AC Omonia,ND Gorica,New Horizons,Belfast,So Girls,Xiaomi,Ich will,AS Nancy,The Hague,GDragon,Celeron,Ranger 2,Corsier,Bird,Belize,Clang,Nampo,Jay album,FC Metz,Nintendo DS,Ranger 6,Sendai,Busan,Budapest,Nevada,Bob Corker,Emilia Fox,Botswana,Monaco,Punjabis,RCD Mallorca,Luo Gan,Cameroon,Ron Wyden,Zhu Xi,Bill Nelson,Al Ain FC,Chandigarh,Sakhalin,Bashkirs,Gary Cahill,Pat Roberts,Nereu Ramos,Kim Ryeowook,Blake Ross,Marc Janko,Li Ruihuan,Lu Zhangong,Liu Jian,Guo Jinlong,Madrid,Berlin,Paris,TVBSAsia,Cinemax,Li Keqiang,St Albans,SS501,Fool Again,Qantas,Modula2,Xiaomi Mi 2,Cape Colony,ABBA,TRAX band,Lost season 3,Shropshire,Wind song,SimCity,H EP,Nicki Minaj,Sunny Hill,Soft rock,Americas,Alkmaar,Hitachi,Yokohama,Will Champion,Egirls,BBC One
Francesco Corsiga	Francesco Totti,Francesco Toldo,French Polynesia,Vincenzo Montella,Lucrezia Borgia,Leandro Guaita,Mohamed Morsi,Kazuhiko Chiba,Brandeis University,Corsier,Angelo Ogbonna,José Bosingwa,Fabio Capello,Nacho Monreal,Prudente de Morais,Haruna Kojima,Ander Herrera,Hans Geiger,John Curtin,Mazda Cosmo,Fabien Barthez,Maya Yoshida,ND Gorica,Animax Asia,Forensic Heroes,Angus Young,Tianhe Stadium,Sean Connery,Blake Ross,Cape Colony,Palencia,Nintendo DSi,Ordos City,Warsaw Uprising,French Navy,West Virginia,Tulane University,Worcestershire,Huangchuan County,Lansing Michigan,Marco Di Vaio,Alfredo Cristiani,Cosmin Contra,Victor Ponta,Pedro Pires,Manuel Valls,Giannis Maniatis,Ricardo Carvalho,Gary Cahill,Andi Herzog,Rensuke Isogai,Robert Coontz,Fábio Aurélio,Marcel Desailly,Hayato Ikeda,Gordon Sprigg,Luís Figo,Fahri Korutürk,Jerry Moran,Takashi Sorimachi,Émile Borel,Conan OBrien,Zhang Yesui,Angela Merkel,Bob Corker,Kuniaki Koiso,Ernst Kummer,Mao Fumei,Carlos Santana,Samuel Alito,Seth Harris,Gerald Ford,Malcolm Fraser,FC Goa,Montesquieu,Takuya Terada,Yan Xishan,House of Vasa,Dianne Feinstein,Zhang Wentian,Nanako Matsushima,Jack Kerouac,Tang Shaoyi,Armen Sargsyan,Flea musician,Camellia,Split Croatia,Feng Guozhang,Georges Pompidou,Agatha Barbara,Arjen Robben,Alianza Lima,Brian Wilson,Peter Crouch,Cao Cao,Trabzonspor,Drake rapper,Ichihara Chiba,Rainie Yang,Francesco Cossiga
Dutch East Indies	Thomas Hobbes,Ruhrstadion,Dave Mustaine,Seth Harris,Kushan Empire,Sugathadasa Stadium,The Pretenders,Ichihara Chiba,UD Las Palmas,Du riechst so gut,Kurt Alder,Luigi Einaudi,Yitzhak Rabin,Hurricane Ike,Socrates,Michael Sheen,Netherlands Antilles,New Caledonia,Uttarakhand,North Carolina,Luzhniki Stadium,Punjabis,Brown Eyed Girls,Hungarian forint,Nivkh language,Salt Lake City,Bashkirs,Daur language,Cathay Pacific,RCD Espanyol,Celtic languages,Azerbaijanis,Lethbridge,Suzuki Escudo,St Albans,Dischord Records,United Left Spain,Octopuss Garden,Toumba Stadium,Jahangir,Kamchatka Krai,Tianhe Stadium,Wuhan Zall FC,Left Party Sweden,Colorado Rapids,Jimmy Carter,Luo Gan,John Paul Stevens,TRAX band,DC Comics,Stefan Löfven,Worcestershire,Zhang Wentian,Fuchū Tokyo,Luís Figo,Suwa Nagano,Rahm Emanuel,Marc Janko,Akhenaten,Heath Ledger,Kuniaki Koiso,Denis Zvizdić,Ich will,Conan OBrien,Drake rapper,Avril Lavigne,Otto Weininger,Ernst Kummer,Marco Di Vaio,Kazuma Watanabe,Tomb Raider,Thomas Pledl,Duncan Oughton,David Stern,Ched Evans,Chris Weitz,Hulk comics,Michael Bay,Lu Zhangong,Westwood Studios,Star Wars,Sven Bender,GeForce 400 series,Kitchen Nightmares,GeForce 700 series,West Java,Adobe Flash Player,Cantonese,North Brabant,Gelderland,Khmer Empire,The Hague,Pakistan,Croatia,Ho Chi Minh City,Hausa language,Leeuwarden,French Polynesia,Tibetic languages,Dutch East Indies
The Flash 2014 TV series	GeForce 400 series,GeForce 700 series,The Magicians Nephew,Adobe Flash Player,Chinas Got Talent series 3,The Chronicles of Narnia,The Pretenders,The Rolling Stones,Philadelphia 76ers,Newark New Jersey,Thomas Vermaelen,Charles Evans Hughes,Thomas Hobbes,Forensic Heroes,The Siren song,One Arashi album,Syrian Armed Forces,Heath Ledger,Albanian Armed Forces,Takuya Terada,Notre Dame de Paris,Seth Harris,Carl Valeri,Thomas Pledl,Dutch East Indies,Northwest Territories,Carlos Duke of Parma,Angela Merkel,Tulane University,The Hague,The Bourne Ultimatum,Red Hot Chili Peppers,Angels Fall First,Mayor of New Taipei,Indiana Pacers,Banastre Tarleton,Like a Virgin song,Blake Ross,Conan OBrien,Sean Connery,Nexus 7 2012,Lockheed P3 Orion,Mikaël Silvestre,Newcastle Jets FC,An Lushan Rebellion,Mariah Carey,Westwood Studios,Klaus Augenthaler,Queen Noor of Jordan,House of Vasa,Takashi Sorimachi,Tongzhi Emperor,Tocharian languages,Bert T Combs,Aleksandr Kokorin,Atlantic Records,Chris Weitz,Kushan Empire,Robert Trivers,Bashkirs,Chancellor of Germany,John Paul Stevens,Christoph Metzelder,Copa Libertadores,Stefan Effenberg,Tianhe Stadium,John Roberts,John B Weller,Malcolm Fraser,Kashmiri language,Hachinohe Aomori,Belgian Pro League,Lhasa Gonggar Airport,Flea musician,Virgilio Barco Vargas,UD Las Palmas,Beji Caid Essebsi,Pat Roberts,Pedro Pires,Shimane Prefecture,Party of Regions,The Republicans France,Alexandre Millerand,Lingya District,Francesco Totti,Niels Bohr,Republic of Crimea,Scottish Gaelic,Maebashi,Zhang Yesui,Georgios Tzavellas,Celtic languages,John Archibald Wheeler,Francesco Cossiga,University of Turin,Gustav Ludwig Hertz,French Polynesia,Clark University,University of Zurich,The Flash 2014 TV series
GDragon	Oregon,Yanan,Celeron,McLaren,Goa,Lyon,Busan,Gujarat,Monaco,Guangxi,Brazil,Berlin,Clang,Maxis,MeeGo,Hitachi,Kaká,Nampo,AlQaeda,Setagaya,Naha,Chicken,Bird,FC Goa,Karakoram,Corsier,Confignon,SDN48,Xiaomi,Jahangir,Astana,Luo Gan,Croatia,Quito,Nevada,Berbers,Yunnan,Delhi,Cameroon,Suzhou,Bradford,Sakhalin,GNU,Socrates,Yemen,Lu Xun,Paris,Egirls,EXID,SimCity,Leessang,Modula2,OneDrive,Yugawara,Heartful,AWK,Esbjerg,Clojure,Pauleta,Wind song,OpenJDK,Over Load,Sammir,H EP,SS501,Inuyasha,ABBA,Iron Man,VIXX,Cinemax,Moon EP,AS Nancy,Odawara,WatchOS,TVBS,BASIC,Mestizo,Tigris,Maebashi,Zenica,AC Omonia,Gary Locke,BBC One,Zhongshan,Americas,Chavacano,Kashiwa,IOS,Sendai,Belgrade,Belize,Armenia,Bulgaria,Ruhrstadion,Jining,Voyager 2,Alkmaar,Metz,Budapest,GDragon
Brandeis University	Nankai University,Brown University,Cornell University,Tulane University,Leiden University,Stanford University,Clark University,Inha University,Wuhan University,Auburn University,Sichuan University,Northeastern University,San Jose State University,Ordos City,Robert Trivers,Hans Geiger,Carrie Underwood,Francesco Cossiga,Giannis Maniatis,Salt Lake City,Ho Chi Minh City,Southend United FC,Chris Weitz,Dianne Feinstein,Andi Herzog,Ander Herrera,Sean Connery,Shandong Airlines,Drake rapper,Battle Fever J,Elvis Presley,Brian Mulroney,Bashkirs,Leandro Guaita,Brian Wilson,Denis Zvizdić,Francesco Totti,Merrimack River,Kidderminster,Brendon Šantalab,Pasadena California,Chandigarh,Indiana Pacers,Tim BernersLee,Chancellor of Germany,Harold Urey,David Stern,Banastre Tarleton,Blerim Džemaili,Lingya District,Henri Brisson,Bradford,Worcestershire,Blake Ross,Carl Valeri,London Underground,Aldous Huxley,Budapest,Scuderia Ferrari,Samuel Alito,John Roberts,HTC First,Ernst Kummer,Montesquieu,Benjamin Bristow,Jeff Merkley,Malice Mizer,Tianhe Stadium,Pedro Pires,French Navy,Niklaus Wirth,Arabic alphabet,Eagle Airways,Mari Kiviniemi,Norodom Monineath,Jacques Demy,Giorgio Chiellini,OneDrive,Friends season 7,Aramaic alphabet,Forensic Heroes,Rainie Yang,Beji Caid Essebsi,Zhang Yesui,Angels Fall First,Huangchuan County,Pat Roberts,Jules Bianchi,Game Center,Angela Merkel,Manuel Valls,French Polynesia,Warsaw Uprising,Zhang Wentian,Dai Jiaoqian,Prudente de Morais,Katy Perry,Francesco Toldo,Ingrid Bergman,Brandeis University
David Stern	Donnie Yen,Qin Sheng,Pakistan,Wang Zhen,Harold Urey,Carl Levin,Dave Mustaine,Carl Valeri,Marion Raven,Chris Brown,John Sherman,North Sea,Wally West,Liu Jian,Matěj Vydra,Chicken,Mario Gómez,Malice Mizer,Ovid,Hakan Yakin,Red Skull,Katy Perry,Rolling Star,Sorry Sorry,Game Center,Tuo Zhen,Akhenaten,Hard rock,Chris Weitz,Sven Bender,Kurt Alder,Hans Geiger,Drake rapper,Bob Carr,Jerry Moran,Michael Sheen,Bob Corker,Patty Murray,Gary Locke,Alan Sheehan,Andi Herzog,Gerd Müller,Adam Smith,Ched Evans,McLaren,Pat Roberts,Sean Connery,Tim Krul,Ingrid Bergman,Pope Mark,Phil Spector,Pauleta,Fool Again,Ron Wyden,Taylor Swift,Elvis Presley,Socrates,Marc Janko,Jahangir,Anwar Sadat,Yanan,Wind song,Miloš Zeman,Bird,Senad Lulić,Yang Xu,Esbjerg,Corsier,Jimmy Carter,Maxis,Jay album,Naif Hazazi,Odawara,Gerald Ford,Sammir,Rainie Yang,Tang Shaoyi,BBC One,Belize,Bradford,Katowice,Hayato Ikeda,Celeron,Robbie Keane,Yemen,HTC One V,Club Atlas,Dordrecht,Nevada,Milan Susak,Mao Fumei,Over Load,Niels Bohr,Luo Gan,Star Wars,Piedra Spain,Madagascar,Ranger 2,WatchOS,David Stern
Manuel Valls	Marcel Desailly,Carl Valeri,Samuel Alito,Nereu Ramos,Pauleta,Marc Janko,Matěj Vydra,Club Atlas,Michael Bay,Camellia,Marion Raven,Sunny Hill,Rainie Yang,Modula2,Ranger 2,Maebashi,Mariah Carey,Ranger 6,Qantas,Mauritius,Mario Gómez,Malcolm Fraser,Fabio Capello,Jacques Demy,Senad Lulić,Anwar Sadat,Ezequiel Garay,Gary Cahill,Moshe Katsav,Carl Levin,UD Las Palmas,Marco Di Vaio,Blake Ross,Cao Cao,Hakan Yakin,Yang Xu,Montesquieu,Palencia,Ched Evans,Pope Mark,Wang Zhen,Monaco,Mamadou Sakho,Yan Xishan,Cinemax,Cape Colony,Mao Fumei,Ich will,Michael Sheen,Mazda Cosmo,Wilber Pan,The Hague,Tang Shaoyi,Luo Gan,Belgrade,Bulgaria,Penguin Books,Mongol Empire,Shueisha,Malice Mizer,Valencian,Maxis,Red Skull,Jay album,Americas,Yanan,St Albans,Punjabis,So Girls,Inuyasha,Madagascar,Sakhalin,Apple Watch,Belfast,Star Wars,Pedro Pires,Luís Figo,Émile Borel,Leandro Guaita,Pat Roberts,Mohamed Morsi,Waldemar Pawlak,Bob Carr,Tim Krul,Ivan Silayev,Bert T Combs,Francesco Toldo,Bill Nelson,Angus Young,Miloš Zeman,Claude Makélélé,Donnie Yen,David Stern,Ledley King,Gary Locke,Seth Harris,Gerd Müller,Tomer Hemed,Túpac Huallpa,Manuel Valls
Salamanca Football Club	Vålerenga Fotball,Lima footballer,City Football Group,Mali national football team,Wales national football team,Wuhan Zall FC,Salt Lake City,Aramaic alphabet,Serbia national football team,Alianza Lima,Belgian Pro League,Toumba Stadium,San Antonio Spurs,Stadium Australia,Cosmin Contra,Pasadena California,Brendon Šantalab,Tianhe Stadium,Paraná state,Sugathadasa Stadium,Vincenzo Montella,Communist Party of Cuba,China Railways CRH3,Surface Pro 2,Manco Inca Yupanqui,Saint Barthélemy,Villarreal CF,Finland national football team,Kazuma Watanabe,Sweden national football team,Túpac Huallpa,Haruna Kojima,Dalian Shide FC,Samuel L Southard,Waldemar Pawlak,Kamchatka Krai,Southend United FC,Clement Attlee,Al Ain FC,Latvian Higher League,Santander Spain,Split Croatia,Nacho Monreal,Chinese FA Cup,AlNusra Front,Milan Susak,AC Sparta Prague,Palencia,Roman Sharonov,Michael Marrone footballer,Francesco Toldo,Indiana Pacers,Chavacano,Mana Iwabuchi,National Front France,Romansh language,Swiss Federal Council,Gilan Province,Hakan Yakin,Starcamp EP,Force Superfly album,Scuderia Ferrari,Sunny Hill,Kara South Korean band,Arabic alphabet,Taiwanese people,Thomas Pledl,Daraa Governorate,Ricardo Carvalho,Music Madonna album,Vlatko Grozdanoski,Yokohama Station,Altai Republic,California State Senate,Banastre Tarleton,Lamborghini Gallardo,Valencian,Seven Years War,Angels Fall First,Manuel Valls,Rolling Star,Agatha Barbara,Jay album,Aymara language,Asamoah Gyan,Emilia Fox,William Golding,Madagascar,Emma Goldman,Karaiskakis Stadium,Alan Sheehan,Kawaguchi Saitama,Claude Makélélé,Haha entertainer,Shimane Prefecture,Marcel Desailly,CSX Transportation,Madonna entertainer,Herman Van Rompuy,UD Salamanca
George Grenville	George Papandreou,Georges Pompidou,Gary Cahill,Gerd Müller,Marcel Desailly,Georgios Tzavellas,Gilan Province,Bernard Mandeville,Roger Wicker,Gerald Guralnik,Blerim Džemaili,Carl Levin,Avril Lavigne,Zhang Wentian,Giorgio Chiellini,Georgios Samaras,SC Heerenveen,Pep Guardiola,Worcestershire,Game Center,Yao people,So Girls,GeForce 700 series,GeForce 400 series,Gordon Sprigg,John B Weller,Hans Geiger,Émile Borel,Pedro Pires,Herbert Blumer,Jeremy Bentham,Gary Locke,Henri Brisson,Lethbridge,Sergey Shoygu,Chris Weitz,Giordano Bruno,Jerry Moran,Thomas Vermaelen,Jeff Merkley,Zhang Yesui,Luo Gan,Thomas Pledl,Robbie Keane,Dave Mustaine,Donnie Yen,Wang Zhen,Tuo Zhen,Pope Stephen I,Ronan Keating,Good Charlotte,Feng Guozhang,North Brabant,Pope Urban III,Flora Finch,Pope John XXI,Lee Seunggi,Guo Jinlong,Elvis Presley,Deng Yingchao,Pope Leo IX,North Sea,Celeron,Daur language,Dordrecht,Brown Eyed Girls,North Carolina,Mongol Empire,Kim Hyungil,Sunny Hill,Iwate Prefecture,The Siren song,Tong Liya,Daraa Governorate,Battle Fever J,Gelderland,Ich will,Basque language,Belgrade,Rose Bowl Game,Red Skull,Armenia,OneDrive,LibreOffice,Together When,Berbers,John Bercow,Otto Grotewohl,Robert Trivers,Conan OBrien,Ron Wyden,Todor Burmov,John Curtin,Tim BernersLee,Portia SimpsonMiller,Tim Krul,Sherrod Brown,Sean Connery,Ledley King,George Grenville
Amelia Fox	Americas,Armenia,Al Ain FC,Camellia,AlQaeda,American Samoa,Celeron,Belize,Belfast,Niels Bohr,Apple A9,Avex Trax,GDragon,Émile Borel,AS Nancy,Air Canada,Setagaya,William Chan,AlNusra Front,Lollipop F,Cinemax,Leessang,Nampo,Donnie Yen,Bulgaria,Alkmaar,Monaco,Nevada,Confignon,Zenica,Xiaomi,Cameroon,Clang,Cao Cao,MeeGo,Over Load,Oregon,Mestizo,Gerald Ford,Delhi,FC Goa,Belgrade,Maebashi,Boeing 747,The Hague,Leeuwarden,Astana,Nexus 6P,Sendai,Quito,Linux,Akhenaten,Hu Jintao,AS Roma,Illinois,Flora Finch,Berlin,Bird,Chicken,Rainie Yang,Blake Ross,Pauleta,Wilber Pan,Egirls,Kaká,Naughty Dog,Fool Again,North Sea,Ledley King,Rolling Star,Ranger 6,Red Skull,William Windom,Heartful,Ranger 2,Yanan,Maxis,Jerry Moran,BBC One,Moon EP,So Girls,Wind song,Ched Evans,French Navy,ABBA,Tomer Hemed,Palencia,Bill Nelson,Socrates,McLaren,Pope Mark,Yugawara,Wally West,Hitachi,AC Omonia,Piedra Spain,AWK,Luo Gan,Angus Young,Emilia Fox
Sherrod Brown	Chris Brown,Jerry Moran,Gerald Ford,Ched Evans,Harold Urey,Henri Brisson,Hard rock,Niels Bohr,Senad Lulić,Pedro Pires,Sergey Shoygu,Celeron,Shire of Winton,Piedra Spain,Marion Raven,Ingrid Bergman,Evergreen Group,Soft rock,Shropshire,Iron Man,Over Load,Sorry Sorry,Cameroon,Surface Pro 2,Gordon Sprigg,John Bercow,Chris Weitz,Ron Wyden,Bert T Combs,Gerald Guralnik,Todor Burmov,Seth Harris,David Stern,GDragon,Conan OBrien,Red Skull,Carl Levin,Stefan Löfven,Gerd Müller,Luo Gan,Rivers Cuomo,Nereu Ramos,Peter Crouch,Miloš Zeman,Pietro Badoglio,AlNusra Front,Giordano Bruno,Sven Bender,Chen Jianbin,So Girls,Ruhrstadion,Leeuwarden,Ordos City,Mario Gómez,North Brabant,Tuo Zhen,Fool Again,Cao Cao,Penguin Books,Gelderland,Zhongshan,Oregon,Brooklyn,The Siren song,Khmer Empire,Wind song,The Hague,Berbers,Bradford,Sendai,Sukhoi Su24,Star Wars,Avex Trax,Chromecast,Chrome OS,Ledley King,Tomer Hemed,Blake Ross,Robert Coontz,Bob Corker,Kurt Alder,Patrick Leahy,Bill Nelson,John Curtin,Stephen Hawking,Tim Krul,Hakan Yakin,Herbert Blumer,Samuel Alito,Asamoah Gyan,Wilber Pan,John Roberts,Thomas Pledl,Émile Borel,Jeremy Bentham,Michael Bay,Run Run Shaw,Sean Connery,William Chan,Sherrod Brown
Santander Spain	Piedra Spain,United Left Spain,Montgomery Blair,Senad Lulić,Hakan Yakin,Nintendo DSi,Star Wars,Paraná state,Southern Tang,Sendai,San Antonio Spurs,Sakhalin,Leandro Guaita,Conan OBrien,Ronan Keating,Wilber Pan,Ranger 2,Tianhe Stadium,David Stern,Rainie Yang,Ranger 6,Nintendo 2DS,Mamadou Sakho,Donnie Yen,Anwar Sadat,Michael Sheen,Nintendo DS,Sun Zhengcai,Shanghai,Cantonese,Valencian,Yunnan,Hungarian forint,Staffordshire,Chandigarh,Gelderland,North Sea,Fool Again,Vegalta Sendai,Uttarakhand,Astana,Cameroon,Manuel Valls,Setagaya,Salt Lake City,Sunny Hill,Milan Susak,Yanan,Karakoram,Rolling Star,Starcamp EP,Marco Di Vaio,Marion Raven,SC Heerenveen,Lakhdar Brahimi,Mana Iwabuchi,Alan Sheehan,Aleksandr Kokorin,Sherrod Brown,Gordon Sprigg,Over Load,Asamoah Gyan,Seth Harris,Sven Bender,Stefan Löfven,Surface Pro 2,Haha entertainer,Jahangir,Together When,Run Run Shaw,Patty Murray,Samuel Alito,Takuya Terada,Patrick Leahy,Qantas,Duncan Oughton,Ingrid Bergman,Daisuke Sakata,John Sherman,Taylor Swift,Kamchatka Krai,Carl Levin,Sean Connery,Tang Shaoyi,Yan Xishan,Katy Perry,Ron Wyden,Zhang Wentian,Wang Zhen,Jack Kerouac,Stephen Hawking,Michael Bay,Dianne Feinstein,Madrid,Voyager 2,Iron Man,Yitzhak Rabin,Palencia,Berlin,Santander Spain
Yunnan Province	Gilan Province,Kushan Empire,Ronan Keating,Yao people,Yan Xishan,Yuan Shanshan,Katowice,Sunny Hill,Hungarian forint,Flora Finch,Conan OBrien,Stefan Löfven,Kuniaki Koiso,Hakan Yakin,Surface Pro 2,Hulk comics,Duncan Oughton,Windows Phone,Guangxi,Mongol Empire,Cameroon,Bulgaria,North Carolina,Santander Spain,Wuhan Zall FC,Yanan,Bosnian language,Suwa Nagano,Yugawara,Donnie Yen,Lu Zhangong,Soft rock,Belgian Pro League,Punjabis,Senad Lulić,Löfven Cabinet,ND Gorica,Wind song,Haruna Kojima,AlNusra Front,Victor Ponta,Marion Raven,DC Comics,Cathay Pacific,Roman Sharonov,George Grenville,Angus Young,Brian Wilson,Avril Lavigne,Warsaw Uprising,Carl Levin,Yuya Tegoshi,OneDrive,John Curtin,Chris Brown,Sean Connery,Yitzhak Rabin,Brian Mulroney,Peter Crouch,Cantonese,Huangchuan County,West Virginia,Lingya District,Gujarat,Nagano Prefecture,Busan,Jining,Hard rock,Split Croatia,Qin Sheng,Fukui Prefecture,Wuhan University,Shimane Prefecture,Hausa language,Paraná state,North Brabant,Piedra Spain,Monaco,Cape Colony,Luo Gan,Sakhalin,Tuo Zhen,Sendai,Khmer Empire,Wang Zhen,Zenica,Staffordshire,Zhang Wentian,Tang Shaoyi,Mao Fumei,Milan Susak,Zhang Yesui,Lethbridge,Shandong Airlines,Dai Jiaoqian,Worcestershire,Wang Dongxing,Confignon,Lu Xun,Yunnan
Michael Bay	Michael Sheen,Wilber Pan,Michael Bloomberg,Pauleta,McLaren,Miloš Zeman,Jacques Demy,Manuel Valls,AlQaeda,Camellia,Milan Susak,Maebashi,Cinemax,Niels Bohr,Modula2,Nicki Minaj,Shueisha,Cao Cao,Sakhalin,Mariah Carey,Madagascar,Shanghai,William Chan,Joachim Löw,Marc Janko,Ched Evans,Nightwish,Emilia Fox,Bill Nelson,Pope Mark,Setagaya,Moshe Katsav,Rainie Yang,Yokohama,Luo Gan,Donnie Yen,Marco Di Vaio,Socrates,Celeron,Ranger 6,Liu Jian,Hitachi,Ich will,Yanan,Yugawara,Jack Kerouac,Inuyasha,Yang Xu,Zhu Xi,Jay album,Star Wars,Chicken,Chavacano,Apple A9,Naha,Jahangir,Mohamed Morsi,SimCity,Ranger 2,Over Load,MeeGo,IPhone 5S,AS Nancy,Kashiwa,Ezequiel Garay,Maxis,Voyager 2,Zenica,Oppa Oppa,Odawara,Zhongshan,Fuchū Tokyo,Belfast,Nevada,Sendai,Xiaomi,Delhi,Mazda Cosmo,Karakoram,Astana,Kim Heechul,Iron Man,Moon EP,Belize,Croatia,Lin Fengjiao,Belgrade,Li Ruihuan,French Navy,Alkmaar,Palencia,Americas,Chrome OS,Metz,Bulgaria,The Hague,Yitzhak Rabin,Air Canada,Chandigarh,Michael Bay
TibetanBurman	Todor Burmov,William Chan,Yanan,Ingrid Bergman,Astana,Rivers Cuomo,Setagaya,John Sherman,Wilber Pan,Patty Murray,Together When,Milan Susak,Air Canada,Cinemax,Miloš Zeman,Busan,Berlin,Tibetic languages,County Durham,Shanghai,Valencian,Xu Xiangqian,Li Ruihuan,Juventus FC,Seth Harris,Jay album,McLaren,Michael Bay,Jerry Moran,Émile Borel,Emma Goldman,Zenica,Conan OBrien,Flea musician,Botswana,Agatha Barbara,Limbu language,Ernst Kummer,Hitachi,AS Roma,Gujarat,Liu Jian,Tomer Hemed,Armenia,Jahangir,Ranger 2,Bob Carr,Herbert Blumer,Palencia,Ranger 6,Yemen,Yokohama,Li Keqiang,Yunnan,Santander Spain,Piedra Spain,Nevada,Chris Brown,Pakistan,Tigris,Odawara,Cameroon,Yugawara,Linux,Jimmy Bullard,Tim Krul,Sendai,Celeron,Karakoram,Xiaomi,Hakan Yakin,Hard rock,The Hague,Tianhe Stadium,Bulgaria,Paris,Yan Xishan,Stefan Löfven,Alianza Lima,Toyota Aichi,Zhongshan,Takuya Terada,Lin Fengjiao,Iron Man,Takasaki Gunma,John Curtin,Wang Zhen,Nintendo 2DS,Dai Jiaoqian,Leeuwarden,Madrid,Nintendo DSi,Asamoah Gyan,Nintendo DS,Thuringia,Cantonese,North Brabant,Giordano Bruno,Niels Bohr,TibetoBurman languages
Takashi Soramachi	Takasaki Gunma,Yashio Saitama,Takuya Terada,Takatsuki Osaka,Mana Iwabuchi,Kawaguchi Saitama,Jules Bianchi,Tang Shaoyi,Lakhdar Brahimi,Mamadou Sakho,Karakoram,Tianhe Stadium,Haruna Kojima,Takeaki Matsumoto,Daisuke Sakata,Yūko Obuchi,Kashiwa,Toyota Aichi,Hakan Yakin,Naif Hazazi,Vegalta Sendai,Ibaraki Osaka,Fahri Korutürk,Kawasakiku Kawasaki,Mohamed Morsi,Hitachi,Haj Ali Razmara,Nacho Monreal,Ashkan Dejagah,Ricardo Carvalho,Anwar Sadat,Jack Kerouac,Thomas Vermaelen,Agatha Barbara,Yokohama,Adam Smith,John Sherman,North Brabant,Emma Goldman,UD Salamanca,Kazuhiko Chiba,Yuya Tegoshi,Maya Yoshida,Ichihara Chiba,Hayato Ikeda,Tajimi Gifu,Kazuma Watanabe,Moshe Katsav,Maebashi,Ivan Silayev,Suwa Nagano,Hachinohe Aomori,Mao Fumei,Alan Sheehan,Mari Kiviniemi,Mikaël Silvestre,Atsugi Kanagawa,Todor Burmov,Roman Sharonov,John Bercow,Rahm Emanuel,Dai Jiaoqian,Tongzhi Emperor,Milan Susak,Sakhalin,Gerald Guralnik,Yokosuka Kanagawa,Georgios Samaras,Joachim Löw,Carl Valeri,Scuderia Ferrari,Mazda Cosmo,Niklaus Wirth,Blerim Džemaili,Banastre Tarleton,Jahangir,Drake rapper,Bashkirs,Xiaomi,Kamchatka Krai,Patrick Leahy,Luigi Einaudi,Niels Bohr,Mariah Carey,Hausa language,Toumba Stadium,Carlos Santana,Sukhoi Su24,Gary Locke,Samuel L Southard,Cosmin Contra,Peter Crouch,Marion Raven,Casey Affleck,Jerry Moran,Patty Murray,Yuan Shanshan,Cristiano Zanetti,Lucrezia Borgia,Takashi Sorimachi
Karakoram	Bashkirs,Kaká,GDragon,Gujarat,Yugawara,Odawara,Bradford,Haarlem,Kashiwa,Yokohama,Nampo,Sammir,AlQaeda,Armenia,Astana,Coquitlam,Berbers,Yanan,Uttarakhand,Naha,Jahangir,Setagaya,Madagascar,Camellia,Palencia,Alkmaar,Nevada,Ranger 6,Pakistan,Jerry Moran,Katowice,Cao Cao,Ranger 2,Oregon,Cameroon,Croatia,Corsier,Pauleta,Valencian,Goa,McLaren,Voyager 2,Star Wars,Monaco,FC Goa,Qantas,Jay album,Xiaomi,Over Load,Iron Man,Gary Locke,Katy Perry,Avex Trax,AS Roma,Hard rock,Brazil,Shanghai,Madrid,Paris,Chavacano,Tigris,North Sea,Bird,Kamchatka Krai,Hakan Yakin,Celeron,Americas,Chicken,Zenica,Hitachi,Sakhalin,Yao people,Mazda Cosmo,ND Gorica,Clojure,Bulgaria,Marc Janko,HTC First,Sendai,Luo Gan,Yunnan,Inuyasha,Tim Krul,Busan,Botswana,Modula2,Paraná state,Cinemax,Carl Valeri,AC Omonia,Epicurus,Air Canada,Ibaraki Osaka,Kurt Alder,Clang,Yan Xishan,Starcamp EP,KisMyFt2,Budapest,Karakoram
